Fuellgrad,Prognose
0.22923146289747925,13.579004999999995
0.278967733861732,30.992710000000024
0.2828642741736615,30.30935000000003
0.259886136538919,22.10348324999999
0.2919357144166995,40.66428499999997
0.3202025428407269,44.93902499999997
0.3943092950605265,125.5529306428571
0.3087288906415919,39.93772500000001
0.3128775195361382,43.987844999999965
0.29627770421169164,39.49202500000003
0.2040614392350479,9.009723000000001
0.29867430622753915,42.65335499999996
0.30301151049705133,42.067874999999965
0.4231621056242643,151.5797646428573
0.29038195176094383,41.39463499999998
0.3150773671166806,45.08422499999997
0.2982644115147378,42.41728499999997
0.24156609811902338,20.750142249999982
0.35714114072575104,91.96598999999983
0.3375966516343387,80.17268999999986
0.33955159735215235,73.88834999999986
0.25453062726026304,20.872002249999976
0.37013971554680497,112.82289999999983
0.22990744686038594,13.910144999999995
0.3293428546900135,73.46924999999985
0.4095227812904989,142.38654564285721
0.25047318374346556,21.403182249999986
0.2716851135198614,31.047420000000024
0.304982568254382,42.65335499999996
0.27482621729419004,31.442370000000025
0.22246682844669335,11.694749999999997
0.30342814874030133,39.55241500000004
0.24688481431369474,20.750142249999982
0.32367962153175905,45.08776499999999
0.2540287882883098,19.67632224999998
0.377496720250877,124.29902464285703
0.26083733538318815,24.78779125
0.28389692418971624,32.195350000000026
0.34067586086848345,82.24595999999987
0.23845678417830224,17.373774999999988
0.31137299673020646,41.648955000000015
0.36535713771412137,112.75595999999983
0.2196258382719386,11.429429999999995
0.3092316929266152,42.82174499999994
0.3129941397124212,43.819034999999964
0.3390911435888655,76.32713999999986
0.2381524644560959,16.96046499999999
0.23397716934578616,12.765314999999996
0.3260970782808449,71.59649999999986
0.3148492336616593,43.819034999999964
0.31252464251729384,43.40236499999996
0.31732241047484877,45.08422499999997
0.26599876392107547,30.086531250000018
0.31161268485805016,41.648955000000015
0.31465362366493405,41.648955000000015
0.2642824290986816,23.409141249999998
0.3932887255572378,122.4465146428571
0.32369164604558937,45.25657499999997
0.24043482513986755,20.750142249999982
0.3328276804316915,71.63663999999986
0.25126591648863394,20.774772249999977
0.3393542301871226,75.07577999999985
0.3579297789503702,91.96598999999983
0.25896588408241444,25.10255125
0.3481688064622161,82.7692199999998
0.3206390463468249,43.59470500000001
0.3411030079997245,77.34770999999984
0.39483964913269737,123.48760564285705
0.28773059419985647,37.34115999999999
0.26231319178212553,24.95849125
0.25552427851872384,24.302751249999996
0.2592094857517281,22.10348324999999
0.29614491452929476,42.335804999999965
0.31705759874083217,43.30049500000002
0.31383453996650096,43.819034999999964
0.3413591624518012,76.43543999999984
0.30065009459389536,42.335804999999965
0.37267670385786583,104.04954999999984
0.2867671583381022,37.609089999999995
0.43600845832948093,151.5797646428573
0.3312833673882503,72.35744999999986
0.25714212217918586,24.302751249999996
0.24645537509694437,18.45394424999998
0.3241236207621593,45.25657499999997
0.28882686073370745,38.33736999999999
0.3357000247046046,76.32713999999986
0.32366188122867723,43.06673500000001
0.29635855436715636,42.067874999999965
0.25766031409657975,24.473451249999997
0.22425763876570676,11.221499999999994
0.27767425239664895,30.992710000000024
0.34281993971617364,76.43543999999984
0.3107046872065102,43.987844999999965
0.2377130610644006,17.373774999999988
0.3086590462925591,42.82174499999994
0.3192658689864418,44.91541499999998
0.25580712818994333,24.302751249999996
0.3076862552972764,42.23626499999996
0.3029104359223,42.335804999999965
0.24285148510846882,20.750142249999982
